"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"aniat666","1Corinthians13",1247,1266,"win","blitz","180","chess","True","Live Chess""","e4"
"11kyrie","Novakos",1505,1487,"win","blitz","180+2","chess","True","Live Chess""","d4"
"marlonmiel","6381611325",1705,1748,"loss","rapid","1800","chess","True","Live Chess""","d4"
"23Ioffside","darshana2000",1284,1158,"win","rapid","900+10","chess","True","Live Chess""","d4"
"Lippelt","abbastemi",1368,1367,"win","blitz","300","chess","True","Live Chess""","e4"
"2300jeff","CMBEHM",1234,1266,"win","rapid","600","chess","True","Live Chess""","d4"
"jairocaceres","abdallahshoukry",1806,1831,"loss","blitz","180","chess","True","Live Chess""","e4"
"100Pixels","99Pixels",621,451,"loss","rapid","3600","crazyhouse","False","Live Chess - Crazyhouse""","e4"
"4zulon","8648daniel",535,446,"win","blitz","300","chess","True","Live Chess""","d4"
"Fitrah1611","3obhan",963,964,"win","rapid","600","chess","True","Live Chess""","e4"
"abdelhamed","HARISHREDDY007",1454,1446,"win","blitz","180","chess","True","Live Chess""","d4"
"darrenjohn_aw","21_Ashish",1209,1215,"win","bullet","60","chess","True","Live Chess""","e4"
"1southern2","respectfulplay",1400,1440,"loss","bullet","60","chess","True","Live Chess""","e4"
"iakuzan","8889802431",1987,2009,"loss","rapid","600","chess","True","Live Chess""","e4"
"amarildotoli","86756732",1274,1242,"win","blitz","600","chess","True","Live Chess""","Nf3"
"edublanca","1rajesh12",1244,1223,"win","blitz","180","chess","True","Live Chess""","e4"
"sumanth432004","Aayush_mohan",971,1348,"loss","bullet","30","chess","True","Live Chess""","Nf3"
"4ott","saads2",632,628,"win","blitz","300","chess","True","Live Chess""","d4"
"AbdoBaz","Magableh80",1100,1095,"loss","blitz","300","chess","True","Live Chess""","e4"
"PopularChaos","AaliSyed",1928,1678,"win","bullet","60","chess","True","Live Chess""","f4"
"aang1","ivankirigin",915,925,"loss","blitz","300","chess","True","Live Chess""","e4"
"eighthwonderr","9991andrew",522,441,"loss","rapid","900+10","chess","True","Live Chess""","e4"
"meditatingdevil","1976BRASILrecife",1645,1610,"win","rapid","600","chess","True","Live Chess""","e4"
"limitlessfade","1UnknownP",634,563,"win","bullet","120+1","chess","True","Live Chess""","e4"
"AbdulazeezHamdan","macktruckdog",1365,1336,"loss","blitz","600","chess","True","Live Chess""","e4"
"1709lmd2008","Oliver-BOT",1316,390,"win","blitz","600","chess","True","Live Chess""","e4"
"ABDELHEDI_A","Karpov_Rules",1660,1635,"loss","bullet","60","chess","True","Live Chess""","e4"
"10thButter","shyampb",1492,1515,"loss","rapid","600","chess","True","Live Chess""","e4"
"TOMA_ENDY","123cro",1554,1506,"win","rapid","600","chess","True","Live Chess""","e4"
"Pet_M","130130",1049,1043,"win","rapid","600","chess","True","Live Chess""","e4"
"77jose77","iZamk",1197,1225,"loss","blitz","180","chess","True","Live Chess""","e4"
"abdallaayash","galloucura",1342,1365,"win","blitz","180","chess","True","Live Chess""","e4"
"chrisgeralt","0freakonaleash",994,741,"win","daily","1/432000","chess","True","Let's Play!""","e4"
"2525pc","annja2010",1740,1777,"win","blitz","180+2","chess","True","Live Chess""","c4"
"7580952298","AmarDz",2017,2002,"win","blitz","180","chess","True","Live Chess""","h3"
"0Danielito","DepressionPerson123",574,436,"win","blitz","600","chess","True","Live Chess""","h4"
"3dOJoda","Habuto",950,1405,"loss","blitz","180+2","chess960","False","Live Chess - Chess960""","e4"
"hcuehevxu73635","420CHUNGUS",523,634,"loss","blitz","300","chess","True","Live Chess""","e4"
"Abd-alhamedyousef11","voltrano",1263,1304,"loss","blitz","600","chess","True","Live Chess""","e4"
"AaqKhim","novawildcat",1241,1188,"win","rapid","600","chess","True","Live Chess""","e4"
"knightmare4all","10nq1a0325",590,600,"win","bullet","60","chess","True","Live Chess""","d4"
"1350479","reyzad",926,903,"win","rapid","600","chess","True","Live Chess""","d4"
"lordsbroderick","1Ilikechess1",1573,1518,"loss","bullet","60","chess","True","Live Chess""","e4"
"pmaharshi105","013abhay",514,512,"loss","rapid","600","chess","True","Live Chess""","e3"
"mallesh007","123kun",1759,892,"win","blitz","180","threecheck","True","Live Chess - Three-Check""","e3"
"abdo_001","woozy8686856",1526,1462,"win","bullet","60","chess","True","Live Chess""","e4"
"pmfmo","2525pc",1833,1781,"win","blitz","180+2","chess","True","Live Chess""","e4"
"momomo07","Aaryanrao2010",681,1198,"loss","bullet","60","chess","True","Live Chess""","d4"
"JanKavan","Aayansh_01",1360,1350,"loss","rapid","600","chess","True","Live Chess""","d4"
"1Ilikechess1","gmanolman",1547,1530,"win","bullet","60","chess","True","Live Chess""","e4"
"solanj","21_Ashish",1106,1160,"loss","bullet","60","chess","True","Live Chess""","d4"
"2good4u734","EricJ2005",2276,2178,"win","bullet","60","chess","True","Live Chess""","e4"
"88YH","VMvikings",708,704,"loss","rapid","600","chess","True","Live Chess""","d4"
"bmwloverm5","abdallahshoukry",1597,1688,"loss","blitz","180","chess","True","Live Chess""","e4"
"BeTolernToBeTolerntd","4ldy27",1725,1689,"win","bullet","60","chess","True","Live Chess""","d4"
"Swag71","7iz7",1023,1082,"loss","rapid","600","chess","True","Live Chess""","e4"
"amarzm","123456789000000",1762,1720,"win","blitz","300","chess","True","Live Chess""","e4"
"clrosier","1cowboys",684,680,"loss","blitz","180","chess","True","Live Chess""","e4"
"123dragan123","Sanju_1996d",2509,2468,"win","blitz","180","chess","True","Live Chess""","d4"
"kurajberskrc","20010910",1006,1004,"loss","blitz","300","chess","True","Live Chess""","d4"
"abdo_001","janeiror",1515,1504,"loss","bullet","60","chess","True","Live Chess""","e4"
"Bogdy30","07_trAvis",880,720,"win","blitz","180","threecheck","True","Live Chess - Three-Check""","c4"
"joshMuhesh","3vilSanta",1295,1243,"win","rapid","1800","chess","True","Live Chess""","d4"
"123456789000000","rituraj0007",1672,1667,"win","blitz","300","chess","True","Live Chess""","d4"
"canard21","17Astros",1314,1285,"win","blitz","300+5","chess","True","Live Chess""","e4"
"613vintage","MARySOL47",1044,1067,"win","rapid","600","chess","True","Live Chess""","c4"
"Easy_81","Aadit_Ag",872,771,"win","bullet","60","chess","True","Live Chess""","g3"
"Cjreis","abdoyaser777",1494,1459,"win","blitz","300","chess","True","Live Chess""","e4"
"25shaw5","Miroelfj",988,998,"win","blitz","180+2","chess","True","Live Chess""","c4"
"Aadarshchaudhary01","Szmerereciak",1198,1170,"win","bullet","60","chess","True","Live Chess""","d4"
"Hassan1345","-basu-",1579,1561,"loss","rapid","600","chess","True","Live Chess""","Nf3"
"7assoon131","topek7352",1577,1544,"win","blitz","180","chess","True","Live Chess""","e4"
"AbdoOscar","oAntonioRicardo",900,868,"loss","bullet","60","chess","True","Live Chess""","e4"
"qwest500","aahana",1293,1267,"win","bullet","60","chess","True","Live Chess""","e4"
"4TLAS","Lucky_Horse",1813,1803,"win","bullet","60","chess","True","Live Chess""","d4"
"4801837081","rhyattt",1070,1291,"loss","daily","1/1209600","chess","True","Let's Play!""","d4"
"slugdger","1WannabeGM",843,845,"loss","blitz","180","chess","True","Live Chess""","e4"
"hope1178","Aadit_Ag",829,777,"win","bullet","60","chess","True","Live Chess""","d4"
"aadi155","Kubestvson",808,801,"win","blitz","300","chess","True","Live Chess""","e4"
"Jopetsuz","Abdk2004",621,512,"win","rapid","600","chess","True","Live Chess""","e4"
"AustinJireny","013abhay",418,503,"win","rapid","600","chess","True","Live Chess""","e4"
"gorengansambal","6074chess",1302,1305,"loss","rapid","600","chess","True","Live Chess""","e4"
"max7433","1UnknownP",459,556,"loss","blitz","300","chess","True","Live Chess""","e4"
"335394862","wisdomboy",2450,2377,"win","bullet","60","chess","True","Live Chess""","Nf3"
"31937770","the_pierrot92014",1067,1034,"win","bullet","60","chess","True","Live Chess""","c4"
"1jesus-rocks","big_slime21",811,795,"win","rapid","600","chess","True","Live Chess""","d4"
"spock_01","9maxii",1494,1316,"win","blitz","180+2","chess","True","Live Chess""","e4"
"ch3ssperson","1MNI1",485,531,"loss","bullet","60","chess","True","Live Chess""","e3"
"0freakonaleash","ICABS",497,796,"loss","bullet","120+1","chess","True","Live Chess""","e3"
"velamala","abdallaayash",1393,1338,"win","blitz","180","chess","True","Live Chess""","e4"
"albertomartinhm","3dOJoda",927,924,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"420CHUNGUS","gandanoya",872,875,"loss","rapid","600","chess","True","Live Chess""","d4"
"51fun","patbeatsnoah",709,876,"loss","bullet","60","chess","True","Live Chess""","e4"
"bwalmer","123ttt",2471,2370,"win","bullet","60","chess","True","Live Chess""","e4"
"giaosuvittoban","AaliSyed",1685,1615,"loss","bullet","60","chess","True","Live Chess""","d4"
"a14a14d","Greken1",1087,1084,"win","rapid","600","chess","True","Live Chess""","e4"
"1003106","Smiljke29",1668,1705,"loss","rapid","600","chess","True","Live Chess""","e4"
"ritikajain","9875661563",1098,1217,"loss","rapid","600","chess","True","Live Chess""","d4"
"3emad","peterhinnen",1461,1468,"loss","blitz","180","chess","True","Live Chess""","e4"
"Aayush_mohan","mynamemystyle",1346,1137,"loss","bullet","30","chess","True","Live Chess""","e3"
"3lliimm3","Neorod1",1240,1248,"loss","blitz","300","chess","True","Live Chess""","e4"
"976168014otrlinea","marat2020",841,1309,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"abderahmanebencheikh","mlcobb1",161,231,"win","blitz","600","chess","True","Live Chess""","e4"
"Supergediento","abdo_001",1420,1438,"win","bullet","60","chess","True","Live Chess""","d4"
"152524798n","IndiRook",1288,1246,"win","blitz","180+2","chess","True","Live Chess""","e4"
"4nt0r2g","amateur_noob",1108,1092,"win","blitz","300","chess","True","Live Chess""","e4"
"dalusapi1990","1003106",1612,1653,"loss","rapid","600","chess","True","Live Chess""","b4"
"Karol42323","Aadit_Ag",768,798,"loss","bullet","60","chess","True","Live Chess""","Nf3"
"leejames1981","9thknight",1599,1579,"win","rapid","600","chess","True","Live Chess""","d4"
"daniel-32","20010910",895,1013,"loss","blitz","300","chess","True","Live Chess""","e4"
"RS147","18860102",1516,1460,"win","blitz","180","chess","True","Live Chess""","e4"
"OperationCo","5432132",1061,1067,"win","blitz","180","chess","True","Live Chess""","e4"
"vi202048","9maxii",1173,1194,"win","blitz","180+2","chess","True","Live Chess""","e4"
"kokomobear","1ArM-ArMeNiA1",1806,1736,"win","blitz","180","chess","True","Live Chess""","e4"
"Aris3710","abdo1612",1580,1597,"loss","bullet","60","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"safoubaghdad","ABDELHEDI_A",1598,1620,"loss","bullet","60","chess","True","Live Chess""","e3"
"ruthrocks2","7assoon131",1291,1269,"win","bullet","60","chess","True","Live Chess""","Nc3"
"afdhalfikri","77jose77",1246,1222,"win","blitz","180","chess","True","Live Chess""","e4"
"lukasz_001","abader91",1168,1148,"win","bullet","60","chess","True","Live Chess""","e4"
"sillyhorse","3emad",1098,1091,"loss","bullet","60","chess","True","Live Chess""","e4"
"MartiLC","4chess8mate",1449,1487,"loss","rapid","600","chess","True","Live Chess""","e4"
"sunilkumarpani","0419202",1428,1484,"loss","blitz","180","chess","True","Live Chess""","e4"
"aadil_c","powolnyrycerz",1688,1735,"loss","blitz","180","chess","True","Live Chess""","e4"
"LasithMunnaJackson","A-Series",1630,1619,"win","rapid","600","chess","True","Live Chess""","e4"
"0ok","zonluk",953,925,"win","blitz","300","chess","True","Live Chess""","e4"
"abader91","Diverbea_chess",1274,1242,"win","bullet","60","chess","True","Live Chess""","d4"
"AaliSyed","parthmer",1700,1708,"loss","bullet","60","chess","True","Live Chess""","e4"
"A7madsa3ed32","iknowmypasswird2",756,1062,"loss","blitz","600","chess","True","Live Chess""","f4"
"77jose77","suvorikk",1211,1256,"loss","blitz","180","chess","True","Live Chess""","e4"
"FrjdMsv","AaliSyed",1737,1721,"win","bullet","60","chess","True","Live Chess""","d4"
"Abdu3","24C",1037,857,"win","blitz","600","chess","True","Live Chess""","d4"
"dycst","09Gladiator09",1057,1103,"loss","bullet","60","chess","True","Live Chess""","e4"
"AaliSyed","KoronaBicol",1660,1599,"win","bullet","60","chess","True","Live Chess""","e4"
"Erkyes","90000226",1309,1292,"win","blitz","600","chess","True","Live Chess""","d4"
"esergey","abdallaayash",1387,1346,"win","blitz","180","chess","True","Live Chess""","e3"
"gezgin319","123456789101112139",783,637,"win","blitz","300","chess","True","Live Chess""","g3"
"parkmoskov","0mansa9",1322,1339,"win","rapid","600","chess","True","Live Chess""","d4"
"09Gladiator09","NiklasHautekiet",1015,1113,"loss","bullet","60","chess","True","Live Chess""","e3"
"popeye22787","aashutosh99",675,655,"win","bullet","60","chess","True","Live Chess""","e4"
"Abd-alhamedyousef11","lozart",1327,1317,"loss","blitz","600","chess","True","Live Chess""","e4"
"FrenchSniper007","1Ilikechess1",1267,1378,"loss","bullet","60","chess","True","Live Chess""","e4"
"Potthe","4crowns",730,711,"win","rapid","600","chess","True","Live Chess""","e4"
"abdo_esam","kolibri5050",1234,1313,"loss","blitz","180+2","chess","True","Live Chess""","No move found"
"Abdulahi58","derakhshankhob",1864,1851,"loss","blitz","600","chess","True","Live Chess""","e4"
"abdo_001","mamaloquemecosto",1567,1552,"win","bullet","60","chess","True","Live Chess""","e4"
"TheHotMachine","abdulhatta",781,722,"win","bullet","60","chess","True","Live Chess""","e4"
"it-is-showtime","aaronatx",1485,1433,"win","daily","1/86400","chess","True","Let's Play!""","e3"
"schtrumfy","51fun",632,697,"loss","bullet","60","chess","True","Live Chess""","e4"
"7st","sreek12",1150,1113,"loss","blitz","600","chess","True","Live Chess""","e4"
"1southern2","squarecentral",1227,1250,"loss","bullet","60","chess","True","Live Chess""","e4"
"abdulhatta","synergygroup",988,1097,"loss","blitz","180+2","chess","True","Live Chess""","d4"
"77jose77","Rayko21",1111,1118,"win","blitz","180","chess","True","Live Chess""","e4"
"markgates","51fun",408,683,"loss","bullet","60","chess","True","Live Chess""","e4"
"3dOJoda","IOAO",925,962,"win","blitz","180+2","chess","True","Live Chess""","e4"
"AbdoBaz","HdzSanLuis",1216,1199,"loss","blitz","300","chess","True","Live Chess""","e4"
"2980","Mu_slims",1961,1915,"loss","blitz","180","chess","True","Live Chess""","e4"
"babahossein","abdo_001",1461,1533,"loss","bullet","60","chess","True","Live Chess""","e4"
"Legend1603","13litvin13",817,785,"win","blitz","300","chess","True","Live Chess""","e4"
"abader91","PlssHubby",1329,1380,"win","bullet","60","chess","True","Live Chess""","d4"
"AaliSyed","Genefreaks",1656,1934,"loss","bullet","60","chess","True","Live Chess""","e4"
"1000ChessJake","AnibalSC",1148,1143,"win","blitz","180","chess","True","Live Chess""","e4"
"Akat13","Abdo118",944,990,"win","bullet","120+1","chess","True","Live Chess""","e4"
"Markofon","123456789000000",1774,1723,"win","blitz","300","chess","True","Live Chess""","e4"
"17Astros","Karu_Kann",1024,1036,"win","bullet","60","chess","True","Live Chess""","e4"
"2004Jacobx1","cphillips51",1900,586,"win","bullet","60","chess","False","Live Chess""","e4"
"discoinf3rno","159987",1501,1525,"loss","blitz","180","chess","True","Live Chess""","Nf3"
"2ASHRAFKAMAL","Isakda",1479,1452,"win","blitz","180+2","chess","True","Live Chess""","e4"
"1WannabeGM","poyraz291",760,802,"loss","blitz","180","chess","True","Live Chess""","d4"
"4TLAS","Tonyex",1830,1808,"win","bullet","60","chess","True","Live Chess""","d4"
"29ydevireddy","Turbo_NinjA",790,681,"win","bullet","30","threecheck","True","Live Chess - Three-Check""","e4"
"Rabert_anton","000sergei2",1407,1406,"win","rapid","600","chess","True","Live Chess""","e4"
"curlingisleuker","23Ioffside",1058,1034,"win","blitz","600","chess","True","Live Chess""","e4"
"2980","Wachito84",1905,1899,"loss","bullet","60","chess","True","Live Chess""","g3"
"2004Jacobx1","SwagMeizter",1900,1649,"win","bullet","60","chess","False","Live Chess""","e4"
"mib564","abdo_001",1332,1364,"loss","bullet","60","chess","True","Live Chess""","e4"
"andy-bibliophile","1southern2",1446,1356,"win","bullet","60","chess","True","Live Chess""","d4"
"Abdodi","pulkit46",2332,2208,"win","bullet","60","chess","True","Live Chess""","e3"
"asgary1390","3lMata",904,908,"loss","blitz","180","chess","True","Live Chess""","e4"
"1UnknownP","Victorgall",558,543,"win","blitz","300","chess","True","Live Chess""","d4"
"mdsadiq789","463316",1213,1233,"win","blitz","600","chess","True","Live Chess""","e4"
"ArronHardy","-TexasT-",772,828,"loss","blitz","300","chess","True","Live Chess""","e4"
"1234GM_HARSH","Cheech88",968,1035,"loss","rapid","1800","chess","True","Live Chess""","e4"
"abdallahshoukry","adrianobeltran",1797,1777,"win","blitz","180","chess","True","Live Chess""","e4"
"Cerezales","9922212",1422,1069,"loss","daily","1/172800","chess","True","Ajedrez de las Españas vs Foo Fighters - Board 16""","e4"
"danco371","21_Ashish",1221,1218,"win","bullet","60","chess","True","Live Chess""","e4"
"Stijn9111","5uk0",1089,1178,"loss","rapid","600","chess","True","Live Chess""","e4"
"01061393288","LugolsSolution",1437,1469,"win","blitz","300","chess","True","Live Chess""","e4"
"aaryan0277","Prokhozhev",1106,1303,"loss","blitz","300","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"Garabaghli","AaliSyed",1680,1653,"win","bullet","60","chess","True","Live Chess""","e4"
"sarocin","AaliSyed",1703,1609,"win","bullet","60","chess","True","Live Chess""","e4"
